ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotalLabel,YearTotal,TrafficCountTotal
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,6,"37,798",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,7,"48,295",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,8,"39,157",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,9,"28,920",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,10,"41,503",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,11,"21,520",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,12,"23,770",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2014,"304,027"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,1,"17,020",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,2,"9,458",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,3,"19,082",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,4,"29,878",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,5,"34,933",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,6,"42,229",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,7,"52,980",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,8,"45,096",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,9,"34,900",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,10,"44,549",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,11,"21,520",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,12,"23,770",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2015,"375,415"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,1,"17,020",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,2,"14,056",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,3,"27,697",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,4,"31,727",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,5,"35,994",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,6,"44,456",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,7,"54,902",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,8,"41,271",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,9,"34,900",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,10,"47,572",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,11,"26,670",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,12,"21,370",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2016,"397,635"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,1,"12,040",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,2,"15,769",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,3,"18,997",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,4,"31,727",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,5,"27,902",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,6,"36,090",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,7,"54,902",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,8,"39,494",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,9,"34,900",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,10,"47,572",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,11,"26,670",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,12,"21,370",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2017,"367,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,1,"12,040",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,2,"15,769",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,3,"18,997",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,4,"33,778",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,5,"31,013",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,6,"40,700",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,7,"43,367",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,8,"39,494",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,9,"28,994",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,10,"35,982",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,11,"26,670",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,12,"21,370",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2018,"348,174"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,1,"12,040",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,2,"11,831",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,3,"21,839",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,4,"28,802",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,5,"28,320",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,6,"33,881",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,7,"41,682",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,8,"37,735",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,9,"34,262",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,10,"37,143",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,11,"10,199",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,12,"21,370",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2019,"319,104"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,1,"20,825",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,2,"18,313",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,3,"10,138",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,4,"10,681",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,5,"25,546",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,6,"32,688",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,7,"28,263",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,8,"40,692",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,9,"23,509",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,10,"48,457",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,11,"34,874",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,12,"26,581",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2020,"320,567"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,1,"9,565",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,2,"18,313",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,3,"25,428",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,4,"37,670",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,5,"68,920",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,6,"45,411",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,7,"50,382",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,8,"38,465",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,9,"23,509",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,10,"48,457",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,11,"34,874",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,12,"32,451",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2021,"433,445"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,1,"9,565",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,2,"19,144",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,3,"23,143",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,4,"29,411",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,5,"68,920",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,6,"45,411",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,7,"37,991",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,8,"38,465",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,9,"23,509",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,10,"40,456",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,11,"34,874",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,12,"32,451",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2022,"403,340"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,1,"9,565",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,2,"16,579",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,3,"25,240",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,4,"30,678",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,5,"68,920",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,6,"45,411",Great Smoky Mountains NP,GRSM,National Park,Southeast ,Foothills Parkway East (Station 416 Lanes 1 and 2),2023,"469,189"
